,bagni,locali,piano,prezzo(€),superficie
9098,1,1,T,€ 95.000,41
9099,2,4,1,€ 470.000,128
9100,2,5+,T,€ 299.000,192
9101,2,3,3,€ 290.000,120
9102,2,4,1,€ 449.000,150
9103,1,3,3,€ 420.000,118
9104,,,,€ 86.250,63
9105,1,2,1,€ 371.000,51
9106,2,5,2,€ 240.000,121
9107,2,3,1,€ 205.000,71
9108,2,3,T,€ 225.000,79
9109,1,1,A,€ 156.000,43
9110,2,3,T,€ 260.000,77
9111,3,5+,,€ 980.000,300
9112,1,2,A,€ 229.000,75
9113,1,3,2,€ 575.000,90
9114,1,3,2,€ 139.000,65
9115,1,3,2,€ 250.000,97
9116,2,5+,2,€ 720.000,159
9117,,,,€ 83.250,51
9118,3,5,R,€ 990.000,180
9119,1,3,1,€ 290.000,85
9120,2,3,T,€ 470.000,110
9121,1,1,T,€ 145.000,45
9122,2,4,3,€ 499.000,107
9123,,,,€ 132.840,97
9124,,,,€ 159.425,117
9125,1,2,2,€ 220.000,77
9126,,,,€ 85.050,35
9127,,,,€ 123.750,87
9128,,,,€ 182.250,93
9129,1,3,T,€ 210.000,70
9130,2,4,1,€ 660.000,125
9131,,,,€ 202.500,95
9132,,,,€ 150.000,99
9133,2,3,4,€ 249.000,70
9134,1,3,2,€ 249.000,87
9135,2,4,1,€ 619.000,149
9136,1,3,4,€ 229.000,100
9137,,,,€ 180.750,52
9138,,,,€ 504.000,130
9139,,,,€ 107.250,110
9140,,,,€ 158.220,94
9141,2,4,2,€ 259.000,95
9142,2,5,T,€ 369.000,105
9143,,,,€ 75.000,63
9144,3,4,,€ 245.000,140
9145,,,,€ 115.432,109
9146,2,2,6,€ 264.000,54
9147,,,,€ 204.976,147
9148,,,,€ 105.000,56
9149,,,,€ 320.775,91
9150,1,3,3,€ 149.000,70
9151,2,3,1,€ 185.000,90
9152,2,4,5,€ 347.000,120
9153,3,5,1,€ 495.000,165
9154,,,,€ 63.600,76
9155,3,4,,€ 379.000,160
9156,1,2,1,€ 185.000,67
9157,1,2,A,€ 255.000,65
9158,2,5,3,€ 619.000,150
9159,,,,€ 100.800,107
9160,,,,€ 997.500,263
9161,2,4,3,€ 249.000,90
9162,,,,€ 158.976,379
9163,1,2,R,€ 185.000,65
9164,2,5,1,€ 995.000,190
9165,2,5,1,€ 899.000,140
9166,1,3,2,€ 160.000,71
9167,1,3,R,€ 155.000,110
9168,3,5,2,€ 465.000,173
9169,,,,€ 172.500,108
9170,,,,€ 90.000,73
9171,1,2,1,€ 129.000,50
9172,,,,€ 158.310,81
9173,,,,€ 60.000,62
9174,1,3,T,€ 300.000,86
9175,,,,€ 141.600,229
9176,2,4,,€ 330.000,130
9177,1,3,T,€ 109.000,70
9178,3,4,,€ 570.000,180
9179,3,4,T,€ 470.000,220
9180,,,,€ 112.896,181
9181,,,,€ 768.546,221
9182,3,5+,,€ 310.000,130
9183,2,4,3,€ 229.000,108
9184,1,4,1,€ 620.000,145
9185,3,4,2,€ 299.000,130
9186,2,4,1,€ 185.000,100
9187,2,3,T,€ 265.000,100
9188,1,3,3,€ 285.000,85
9189,1,2,7,€ 215.000,50
9190,1,3,1,€ 269.000,90
9191,2,4,7,€ 289.000,100
9192,2,4,3,€ 1.300.000,160
9193,2,3,T,€ 230.000,80
9194,3,5,,€ 329.000,140
9195,,,,€ 154.500,96
9196,2,3,2,€ 235.000,85
9197,,,,€ 230.400,117
9198,2,4,2,€ 259.000,170
9199,2,5+,3,€ 1.100.000,174
9200,2,5,T,€ 569.000,150
9201,2,5,2,€ 550.000,145
9202,,,,€ 108.000,153
9203,,,,€ 102.000,84
9204,,,,€ 144.000,79
9205,2,5+,3,€ 1.400.000,330
9206,,,,€ 376.500,211
9207,2,4,1,€ 159.000,120
9208,,,,€ 315.000,88
9209,,,,€ 101.925,77
9210,,,,€ 61.800,54
9211,,,,€ 64.800,79
9212,2,2,1,€ 235.000,70
9213,,,,€ 37.500,36
9214,,,,€ 124.800,94
9215,1,2,S,€ 245.000,72
9216,2,4,,€ 189.000,130
9217,1,3,2,€ 275.000,80
9218,,,,€ 231.000,107
9219,1,2,1,€ 239.000,60
9220,1,4,2,€ 199.000,80
9221,,,,€ 100.200,81
9222,1,2,R,€ 265.000,70
9223,,,,€ 69.784,85
9224,,,,€ 1.200.000,289
9225,1,2,A,€ 189.000,45
9226,,,,€ 126.000,147
9227,,,,€ 193.500,94
9228,1,2,6,€ 160.000,70
9229,,,,€ 228.750,133
9230,1,3,3,€ 145.000,70
9231,3,5+,2,€ 720.000,180
9232,1,1,T,€ 59.000,35
9233,2,4,A,€ 1.850.000,172
9234,3+,5+,,€ 760.000,250
9235,,,,€ 86.250,54
9236,2,3,T,€ 449.000,116
9237,1,3,,€ 199.000,68
9238,1,3,1,€ 169.000,60
9239,2,3,T,€ 155.000,95
9240,1,3,1,€ 349.000,85
9241,1,2,3,€ 149.000,85
9242,3,5,2,€ 795.000,170
9243,,,,€ 855.000,231
9244,2,4,R,€ 205.000,70
9245,,,,€ 93.000,40
9246,2,3,R,€ 185.000,79
9247,2,5+,2,€ 680.000,180
9248,1,3,3,€ 225.000,84
9249,,,,€ 88.500,58
9250,1,4,4,€ 239.000,115
9251,2,4,1,€ 198.000,100
9252,2,3,5,€ 350.000,105
9253,,,,€ 150.000,83
9254,1,4,,€ 249.000,203
9255,2,3,2,€ 259.000,90
9256,2,3,4,€ 265.000,85
9257,,,,€ 75.000,85
9258,1,3,2,€ 175.000,90
9259,3,5,,€ 189.000,135
9260,1,2,A,€ 229.000,69
9261,2,3,3,€ 480.000,130
9262,3,5+,2,€ 2.950.000,460
9263,1,2,1,€ 220.000,55
9264,2,3,2,€ 310.000,80
9265,3,5+,,€ 900.000,310
9266,1,4,2,€ 199.000,110
9267,2,5,A,€ 275.000,144
9268,,,,€ 103.680,101
9269,1,3,1,€ 265.000,87
9270,,,,€ 80.250,61
9271,3,5+,,€ 550.000,240
9272,,,,€ 433.200,181
9273,3+,5+,,,1.040
9274,,,,€ 105.600,107
9275,1,3,4,€ 259.000,80
9276,,,,€ 217.068,102
9277,,,,€ 132.034,67
9278,1,3,3,€ 165.000,70
9279,2,5,A,€ 850.000,125
9280,,,,€ 114.048,110
9281,,,,€ 246.600,113
9282,1,2,1,€ 99.000,40
9283,3,5,1,€ 1.200.000,150
9284,,,,€ 210.000,121
9285,2,5,1,€ 298.000,100
9286,2,4,2,€ 145.000,104
9287,2,4,4,€ 599.000,172
9288,1,2,1,€ 250.000,70
9289,,,,€ 144.000,105
9290,3+,4,2,€ 1.150.000,180
9291,2,5,1,€ 259.000,164
9292,2,5+,2,€ 720.000,159
9293,,,,€ 100.800,105
9294,2,4,A,€ 149.000,120
9295,,,,€ 159.000,150
9296,1,4,3,€ 249.000,90
9297,,,,€ 86.250,83
9298,,,,€ 83.400,107
9299,3+,5+,T,€ 560.000,256
9300,3,5,2,€ 1.190.000,211
9301,,,,€ 109.880,61
9302,2,5,2,€ 550.000,145
9303,1,1,3,€ 184.000,40
9304,3+,5+,,€ 360.000,200
9305,,,,€ 118.560,122
9306,,,,€ 58.980,62
9307,3,5+,,€ 540.000,203
9308,1,2,T,€ 175.000,60
9309,3,5+,A,€ 650.000,270
9310,3,5+,,€ 420.000,203
9311,2,3,2,€ 890.000,120
9312,2,3,2,€ 1.000.000,133
9313,,,,€ 57.600,87
9314,1,2,3,€ 730.000,67
9315,1,2,1,€ 269.000,60
9316,2,5,1,€ 159.000,115
9317,3,5,R,€ 990.000,180
9318,1,4,5,€ 250.000,100
9319,1,3,5,€ 225.000,107
9320,,,,€ 181.200,128
9321,2,5,1,€ 650.000,157
9322,2,4,2,€ 255.000,110
9323,3,3,4,€ 390.000,110
9324,1,1,1,€ 125.000,35
9325,,,,€ 298.500,83
9326,2,4,T,€ 510.000,135
9327,2,3,6,€ 300.000,100
9328,2,5,3,€ 239.000,186
9329,2,3,1,€ 710.000,137
9330,,,,€ 213.000,127
9331,,,,€ 93.750,98
9332,2,4,1,€ 369.000,115
9333,1,2,2,€ 129.000,60
9334,1,3,R,€ 160.000,147
9335,2,3,1,€ 259.000,112
9336,2,5,2,€ 232.000,110
9337,2,3,R,€ 290.000,85
9338,2,4,3,€ 670.000,127
9339,,,,€ 176.640,314
9340,,,,€ 216.000,116
9341,2,4,,€ 189.000,130
9342,1,2,R,€ 269.000,50
9343,,,,€ 453.145,110
9344,,,,€ 374.400,323
9345,2,4,R,€ 419.000,170
9346,2,4,,€ 355.000,180
9347,1,2,2,€ 95.000,50
9348,,,,€ 323.400,167
9349,1,5+,T,€ 1.150.000,160
9350,3+,5+,,€ 690.000,400
9351,,,,€ 52.500,83
9352,3+,5+,,€ 1.180.000,450
9353,3,5+,A,€ 1.448.000,222
9354,1,2,A,€ 120.000,50
9355,1,2,2,€ 238.000,65
9356,2,3,2,€ 489.000,110
9357,2,5,,€ 250.000,110
9358,1,2,3,€ 189.000,50
9359,,,,€ 185.000,116
9360,,,,€ 66.000,67
9361,,,,€ 34.200,46
9362,2,5+,3,€ 520.000,170
9363,,,,€ 84.480,98
9364,,,,€ 84.000,68
9365,1,2,T,€ 185.000,65
9366,,,,€ 300.000,112
9367,1,2,2,€ 400.000,62
9368,,,,€ 62.625,64
9369,,,,€ 78.000,76
9370,1,4,1,€ 229.000,97
9371,,,,€ 377.630,112
9372,,,,€ 36.150,44
9373,,,,€ 97.920,80
9374,1,1,4,€ 165.000,34
9375,2,3,5,€ 395.000,101
9376,1,3,2,€ 155.000,60
9377,3,5,,€ 420.000,140
9378,,,,€ 1.323.000,286
9379,,,,€ 55.680,45
9380,,,,€ 303.525,130
9381,1,2,A,€ 198.000,45
9382,2,5+,T,€ 299.000,140
9383,2,3,1,€ 190.000,111
9384,,,,€ 138.750,103
9385,2,5,6,€ 499.000,150
9386,3,5,1,€ 1.200.000,150
9387,1,4,1,€ 640.000,168
9388,3,5,3,€ 430.000,150
9389,,,,€ 65.280,65
9390,2,3,2,€ 395.000,100
9391,2,4,,€ 189.000,130
9392,2,4,1,€ 689.000,150
9393,1,3,1,€ 139.000,65
9394,1,3,3,€ 175.000,70
9395,2,5,3,€ 475.000,120
9396,3+,5+,,€ 599.000,400
9397,,,,€ 291.000,110
9398,1,3,5,€ 440.000,90
9399,,,,€ 184.200,265
9400,,,,€ 102.255,74
9401,,,,€ 270.000,99
9402,2,3,2,€ 295.000,96
9403,,,,€ 360.000,140
9404,1,2,R,€ 199.000,50
9405,1,2,T,€ 205.000,60
9406,1,4,1,€ 1.200.000,140
9407,3+,4,,€ 770.000,350
9408,3+,5+,,€ 2.650.000,500
9409,2,5,3,€ 395.000,150
9410,,,,€ 22.650,50
9411,,,,€ 139.500,97
9412,,,,€ 898.560,692
9413,,,,€ 46.500,64
9414,1,2,2,€ 169.000,70
9415,2,4,2,€ 450.000,120
9416,1,3,T,€ 219.000,80
9417,1,2,,€ 155.000,70
9418,2,3,2,€ 299.000,95
9419,1,3,2,€ 155.000,90
9420,3,4,2,€ 787.000,187
9421,1,2,3,€ 219.000,75
9422,1,2,T,€ 130.000,50
9423,,,,€ 165.000,94
9424,,,,€ 102.144,76
9425,1,3,1,€ 300.000,70
9426,2,5,2,€ 489.000,120
9427,,,,€ 70.272,85
9428,1,3,1,€ 190.000,65
9429,2,3,1,€ 495.000,140
9430,3,4,,€ 199.900,210
9431,2,3,A,€ 219.000,80
9432,1,2,3,€ 120.000,45
9433,3,5,,€ 249.000,160
9434,,,,€ 171.900,116
9435,,,,€ 97.500,55
9436,,,,€ 225.000,121
9437,,,,€ 73.920,101
9438,2,4,A,€ 470.000,120
9439,2,3,,€ 299.000,139
9440,,,,€ 307.200,389
9441,1,3,1,€ 219.000,65
9442,2,3,3,€ 230.000,75
9443,1,3,T,€ 269.000,90
9444,2,4,1,€ 399.000,130
9445,2,4,2,€ 460.000,151
9446,,,,€ 174.000,108
9447,,,,€ 82.308,72
9448,2,4,T,€ 269.000,111
9449,2,4,7,€ 390.000,120
9450,1,1,R,€ 105.000,36
9451,2,4,T,€ 530.000,116
9452,,,,€ 76.608,172
9453,,,,€ 135.000,129
9454,,,,€ 74.400,61
9455,,,,€ 78.000,85
9456,1,3,2,€ 139.000,130
9457,1,2,1,€ 109.000,63
9458,1,3,1,€ 280.000,120
9459,1,1,S,€ 155.000,63
9460,1,3,2,€ 189.000,82
9461,1,4,3,€ 690.000,124
9462,,,,€ 294.066,146
9463,1,3,1,€ 129.000,75
9464,3,5+,1,€ 1.100.000,265
9465,,,,€ 45.600,76
9466,,,,€ 67.662,138
9467,,,,€ 960.960,237
9468,2,4,3,€ 445.000,140
9469,,,,€ 78.750,64
9470,,,,€ 144.000,78
9471,,,,€ 101.760,107
9472,,,,€ 247.500,75
9473,1,3,1,€ 438.000,90
9474,2,3,6,€ 179.000,115
9475,1,4,1,€ 249.000,115
9476,,,,€ 83.400,107
9477,3,5,,€ 385.000,150
9478,,,,€ 55.680,52
9479,1,3,1,€ 109.000,65
9480,1,3,2,€ 230.000,97
9481,1,3,1,€ 195.000,60
9482,1,4,2,€ 165.000,90
9483,,,,€ 78.600,60
9484,1,3,3,€ 310.000,90
9485,2,4,T,€ 239.000,94
9486,1,2,S,€ 55.000,50
9487,2,5,3,€ 265.000,121
9488,1,3,1,€ 135.000,105
9489,1,3,1,€ 219.000,65
9490,3,4,T,€ 309.000,155
9491,1,3,2,€ 220.000,77
9492,1,4,T,€ 368.000,100
9493,,,,€ 66.124,134
9494,1,5,1,€ 169.000,116
9495,,,,€ 171.900,117
9496,1,4,4,€ 265.000,90
9497,2,5,8,€ 189.000,117
9498,,,,€ 52.500,51
9499,,,,€ 90.000,64
9500,,,,€ 216.780,113
9501,,,,€ 633.000,181
9502,1,2,T,€ 199.000,65
9503,2,4,,€ 229.000,92
9504,2,4,5,€ 580.000,130
9505,,,,€ 116.250,77
9506,1,2,R,€ 315.000,60
9507,1,3,1,€ 159.000,90
9508,1,2,1,€ 175.000,60
9509,,,,€ 101.250,126
9510,1,3,4,€ 289.000,85
9511,2,3,3,€ 219.000,105
9512,1,2,5,€ 200.000,40
9513,,,,€ 128.400,109
9514,2,3,2,,135
9515,1,2,3,€ 219.000,75
9516,1,2,T,€ 144.000,60
9517,,,,€ 569.619,165
9518,2,4,3,€ 298.000,118
9519,1,2,A,€ 334.000,45
9520,,,,€ 225.000,87
9521,,,,€ 140.640,192
9522,,,,€ 62.209,107
9523,2,3,4,€ 179.000,97
9524,,,,€ 607.365,125
9525,,,,€ 226.765,58
9526,,,,€ 133.400,106
9527,,,,€ 240.000,97
9528,1,4,R,€ 179.000,70
9529,2,4,,€ 285.000,136
9530,,,,€ 166.800,165
9531,2,4,,€ 255.000,110
9532,,,,€ 388.800,376
9533,2,4,,€ 155.000,100
9534,,,,€ 108.750,82
9535,1,2,2,€ 199.000,60
9536,2,4,7,€ 515.000,130
9537,1,2,1,€ 159.000,50
9538,1,5,3,€ 444.000,120
9539,2,4,,€ 279.000,190
9540,2,4,T,€ 350.000,111
9541,,,,€ 109.500,82
9542,,,,€ 240.750,105
9543,,,,€ 234.000,47
9544,,,,€ 300.000,115
9545,,,,€ 388.200,285
9546,1,3,2,€ 350.000,106
9547,3,4,,€ 495.000,209
9548,1,3,3,€ 269.000,88
9549,1,3,T,€ 119.000,50
9550,1,3,T,€ 199.000,100
9551,2,4,1,€ 580.000,172
9552,1,3,1,€ 155.000,60
9553,2,3,1,€ 329.000,120
9554,2,3,T,€ 229.000,95
9555,2,5,1,€ 249.000,130
9556,2,4,T,€ 320.000,120
9557,,,,€ 45.000,67
9558,1,4,1,€ 142.000,100
9559,2,5,4,€ 429.000,140
9560,,,,€ 220.800,200
9561,1,3,T,€ 170.000,90
9562,1,1,1,€ 110.000,50
9563,1,3,2,€ 129.000,63
9564,1,3,1,€ 189.000,66
9565,1,4,6,€ 149.000,120
9566,3,5+,4,€ 3.300.000,415
9567,2,3,4,€ 220.000,86
9568,3,5,,€ 299.000,210
9569,2,4,2,€ 780.000,127
9570,2,4,3,€ 295.000,130
9571,3,5,T,€ 1.100.000,180
9572,2,5+,4,€ 625.000,160
9573,1,3,,€ 249.000,91
9574,1,4,A,€ 260.000,85
9575,1,3,2,€ 195.000,70
9576,2,4,,€ 229.000,75
9577,1,2,2,€ 199.000,62
9578,2,4,1,€ 375.000,130
9579,1,1,T,€ 170.000,40
9580,1,3,T,€ 140.000,91
9581,1,2,T,€ 119.000,50
9582,1,3,2,€ 259.000,65
9583,3,5+,,€ 695.000,360
9584,1,4,1,€ 330.000,90
9585,1,3,S,€ 199.000,88
9586,,,,€ 230.250,100
9587,2,4,A,€ 219.900,125
9588,3+,4,,€ 229.900,240
9589,,,,€ 57.000,77
9590,1,2,1,€ 371.000,51
9591,1,3,2,€ 349.000,90
9592,2,4,3,€ 615.000,140
9593,1,3,T,€ 279.000,133
9594,2,3,1,€ 279.000,90
9595,1,1,T,€ 89.000,42
9596,1,3,1,€ 229.000,116
9597,1,2,T,€ 150.000,43
9598,2,4,,€ 209.000,145
9599,1,1,T,€ 165.000,40
9600,2,5,3,€ 570.000,177
9601,1,3,2,€ 380.000,94
9602,2,4,T,€ 450.000,145
9603,2,3,2,€ 325.000,95
9604,1,2,5,€ 220.000,70
9605,2,4,1,€ 260.000,130
9606,1,2,T,€ 130.000,60
9607,2,4,4,€ 285.000,100
9608,2,5+,4,€ 490.000,125
9609,1,3,1,€ 247.000,103
9610,1,2,4,€ 219.000,57
9611,1,3,1,€ 219.000,105
9612,1,4,5,€ 325.000,120
9613,1,2,3,€ 125.000,50
9614,2,4,1,€ 255.000,120
9615,3+,5+,3,€ 1.600.000,280
9616,1,2,3,€ 99.000,48
9617,1,4,,€ 125.000,90
9618,1,3,A,€ 249.000,90
9619,2,4,2,€ 375.000,120
9620,2,3,3,€ 295.000,95
9621,1,2,7,€ 210.000,55
9622,,,,€ 277.500,157
9623,1,3,1,€ 135.000,60
9624,1,2,5,€ 249.000,72
9625,1,4,T,€ 130.000,100
9626,2,3,1,€ 360.000,83
9627,1,4,7,€ 197.000,96
9628,2,3,2,€ 460.000,100
9629,2,3,A,€ 489.000,110
9630,2,3,T,€ 345.000,80
9631,1,4,R,€ 175.000,110
9632,2,4,1,€ 265.000,133
9633,2,4,,€ 359.000,160
9634,1,3,1,€ 259.000,85
9635,1,3,6,€ 430.000,97
9636,,,,€ 133.400,83
9637,1,3,T,€ 259.000,70
9638,1,2,3,€ 225.000,65
9639,1,3,3,€ 249.000,106
9640,1,2,5,€ 205.000,70
9641,2,5,3,€ 540.000,125
9642,2,5+,4,€ 700.000,165
9643,2,3,A,,110
9644,2,5,4,€ 590.000,145
9645,2,3,3,€ 445.000,100
9646,2,5,3,€ 525.000,122
9647,1,1,1,€ 125.000,35
9648,2,4,,€ 269.000,150
9649,1,2,A,€ 109.000,49
9650,2,4,,€ 299.000,90
9651,2,3,2,€ 495.000,103
9652,2,4,A,€ 365.000,105
9653,,,,€ 78.000,60
9654,1,2,3,€ 219.000,85
9655,1,3,1,€ 649.000,150
9656,3,5+,,,370
9657,2,5+,2,€ 1.200.000,160
9658,,,,€ 420.000,101
9659,2,2,A,€ 335.000,71
9660,2,4,1,€ 299.000,95
9661,1,2,S,€ 150.000,40
9662,2,5+,3,€ 1.310.000,299
9663,3+,5+,,€ 790.000,399
9664,1,3,R,€ 89.000,55
9665,3,4,T,€ 660.000,190
9666,2,3,3,€ 275.000,100
9667,2,2,3,€ 778.000,108
9668,2,4,5,€ 269.000,110
9669,1,4,1,€ 269.000,110
9670,1,2,A,€ 109.000,49
9671,1,2,T,€ 109.000,55
9672,2,3,2,€ 259.000,75
9673,1,4,2,€ 352.000,130
9674,1,4,T,€ 315.000,76
9675,2,4,A,€ 375.000,110
9676,,,,€ 108.000,105
9677,1,2,1,€ 199.000,70
9678,2,2,A,€ 358.000,76
9679,,,,€ 96.000,130
9680,1,3,T,€ 219.000,65
9681,1,3,1,€ 119.000,61
9682,2,5+,R,€ 1.050.000,300
9683,1,3,2,€ 180.000,80
9684,1,2,1,€ 239.000,72
9685,1,3,A,€ 299.000,90
9686,2,5+,4,€ 1.290.000,175
9687,3+,5+,,€ 1.600.000,490
9688,3,4,3,€ 595.000,165
9689,3,3,,€ 239.000,100
9690,3,5+,,€ 500.000,370
9691,3+,5,,€ 169.000,200
9692,2,3,A,€ 624.000,110
9693,2,3,4,€ 329.000,100
9694,,,,€ 433.200,181
9695,2,5,5,€ 410.000,150
9696,1,4,1,€ 270.000,145
9697,3+,5+,,€ 680.000,252
9698,1,2,2,€ 189.000,55
9699,3,5+,T,€ 399.000,153
9700,1,3,2,€ 205.000,72
9701,1,2,3,€ 175.000,70
9702,2,4,,€ 274.900,111
9703,3+,5+,,€ 399.000,200
9704,3+,5+,,€ 979.000,450
9705,2,4,R,€ 260.000,106
9706,1,3,2,€ 215.000,87
9707,2,4,3,€ 479.000,140
9708,1,1,1,€ 135.000,35
9709,2,5,3,€ 699.000,160
9710,2,3,1,€ 330.000,94
9711,1,4,3,€ 279.000,115
9712,1,3,,€ 399.000,90
9713,1,2,1,€ 119.000,57
9714,1,1,T,€ 75.000,37
9715,2,5+,R,€ 1.050.000,290
9716,3+,5+,,€ 530.000,200
9717,1,2,A,€ 289.000,50
9718,1,2,3,€ 109.000,58
9719,1,3,6,€ 289.000,100
9720,1,3,3,€ 209.000,85
9721,1,3,4,€ 339.000,90
9722,1,2,7,€ 219.000,60
9723,1,3,1,€ 325.000,127
9724,2,4,1,€ 430.000,120
9725,1,3,1,€ 179.000,75
9726,2,3,A,€ 730.000,170
9727,2,4,1,€ 370.000,116
9728,2,5+,4,€ 530.000,122
9729,,,,€ 243.000,235
9730,3+,5+,6,€ 1.680.000,310
9731,2,2,A,€ 326.000,64
9732,1,3,4,€ 215.000,70
9733,1,3,A,€ 279.000,80
9734,2,4,2,€ 450.000,110
9735,1,3,2,€ 192.000,65
9736,1,3,4,€ 190.000,70
9737,2,3,6,€ 369.000,90
9738,2,3,1,€ 230.000,114
9739,1,3,2,€ 195.000,90
9740,2,3,T,€ 245.000,70
9741,3+,5+,T,€ 1.700.000,260
9742,3,4,T,€ 815.000,118
9743,3,5,,€ 490.000,180
9744,1,2,2,€ 159.000,50
9745,2,3,5,€ 305.000,103
9746,2,4,,€ 250.000,180
9747,2,4,R,€ 159.000,110
9748,1,3,T,€ 239.000,119
9749,2,3,1,€ 165.000,110
9750,2,3,2,€ 209.000,70
9751,2,5,,€ 379.000,220
9752,2,3,T,€ 390.000,110
9753,1,3,R,€ 159.000,113
9754,2,3,1,€ 179.000,78
9755,1,2,2,€ 69.000,76
9756,3,5,,€ 579.000,240
9757,2,3,2,€ 299.000,135
9758,2,5,1,€ 349.000,169
9759,2,4,2,€ 259.000,125
9760,1,2,2,€ 340.000,77
9761,2,3,3,€ 369.000,95
9762,1,3,,€ 240.000,70
9763,2,4,R,€ 360.000,110
9764,1,2,T,€ 189.000,50
9765,1,3,,€ 149.000,100
9766,1,3,A,€ 119.000,87
9767,1,4,2,€ 189.000,102
9768,1,3,1,€ 119.000,65
9769,2,3,A,€ 550.000,100
9770,1,3,3,€ 135.000,75
9771,3,5+,,€ 289.000,165
9772,2,4,,€ 239.000,92
9773,1,3,A,€ 209.000,90
9774,1,2,T,€ 165.000,75
9775,1,3,A,€ 225.000,75
9776,1,3,2,€ 235.000,90
9777,2,3,1,€ 265.000,61
9778,,,,€ 52.000,15
9779,2,4,T,€ 430.000,95
9780,3+,5+,,€ 650.000,350
9781,2,3,4,€ 249.000,85
9782,1,3,1,€ 279.000,85
9783,1,3,1,€ 169.000,70
9784,3,5,,€ 249.000,155
9785,2,5,2,€ 349.000,110
9786,3+,5+,,€ 850.000,695
9787,1,3,2,€ 270.000,90
9788,1,2,1,€ 165.000,75
9789,3+,5+,,€ 740.000,380
9790,1,2,2,€ 125.000,45
9791,2,4,2,€ 319.000,110
9792,1,2,3,€ 180.000,62
9793,3+,5,A,€ 2.500.000,330
9794,2,4,1,€ 273.000,82
9795,2,4,1,€ 500.000,130
9796,3,5+,2,€ 1.290.000,230
9797,2,3,3,€ 373.000,75
9798,2,5+,,€ 450.000,260
9799,2,3,1,€ 460.000,95
9800,2,5+,R,€ 600.000,140
9801,1,3,1,€ 129.000,70
9802,2,3,1,€ 225.000,80
9803,1,3,R,€ 250.000,94
9804,1,2,2,€ 155.000,54
9805,1,2,1,€ 109.000,50
9806,1,3,1,€ 215.000,90
9807,1,2,1,€ 78.000,32
9808,1,2,6,€ 199.000,56
9809,1,4,3,€ 279.000,90
9810,2,5,2,€ 195.000,130
9811,1,2,4,€ 307.000,76
9812,2,3,3,€ 299.000,70
9813,2,5,,€ 299.000,142
9814,3,5+,A,€ 870.000,250
9815,2,5,1,€ 345.000,122
9816,1,2,4,€ 370.000,70
9817,2,4,1,€ 280.000,93
9818,3,5+,,,318
9819,3,5,,€ 300.000,186
9820,3,5,,€ 345.000,
9821,2,3,4,€ 430.000,75
9822,1,2,2,€ 159.000,57
9823,2,4,,€ 870.000,125
9824,1,2,,€ 68.000,40
9825,2,3,2,€ 218.000,105
9826,3,5+,,€ 350.000,305
9827,2,4,T,€ 275.000,100
9828,2,5+,2,€ 670.000,194
9829,3,5+,5,€ 1.390.000,300
9830,1,2,1,€ 156.000,49
9831,1,1,,€ 22.000,25
9832,2,3,2,€ 355.000,85
9833,2,5+,,€ 425.000,150
9834,3+,5+,,€ 4.500.000,1.279
9835,3+,4,,€ 235.000,125
9836,1,3,T,€ 199.000,80
9837,1,2,1,€ 246.000,66
9838,1,4,3,€ 311.000,98
9839,2,3,2,€ 430.000,114
9840,1,4,A,€ 499.000,113
9841,1,3,2,€ 165.000,74
9842,2,3,1,€ 345.000,110
9843,1,1,T,€ 89.000,55
9844,1,4,R,€ 240.000,85
9845,1,1,1,€ 109.000,30
9846,2,4,4,€ 279.000,110
9847,1,2,3,€ 180.000,62
9848,3,4,,€ 239.000,115
9849,2,4,3,€ 340.000,135
9850,1,3,1,€ 265.000,80
9851,2,3,1,€ 230.000,75
9852,2,3,,€ 219.000,105
9853,1,4,7,€ 298.000,80
9854,2,3,T,€ 218.000,135
9855,1,4,5,€ 190.000,90
9856,2,4,,€ 240.000,150
9857,1,2,7,€ 205.000,65
9858,3,4,,€ 215.000,97
9859,2,3,4,€ 310.000,94
9860,2,4,1,€ 189.000,100
9861,3,5+,4,€ 750.000,150
9862,3,5,,€ 375.000,150
9863,2,4,3,€ 385.000,128
9864,1,2,2,€ 159.000,55
9865,2,3,8,€ 249.000,89
9866,2,3,8,€ 249.000,89
9867,2,4,,€ 449.000,200
9868,1,3,2,€ 150.000,92
9869,2,4,T,€ 449.000,200
9870,2,4,T,€ 550.000,177
9871,1,3,1,€ 299.000,90
9872,1,3,3,€ 585.000,101
9873,3+,5,5,€ 799.000,280
9874,1,3,T,€ 99.000,65
9875,2,3,1,€ 375.000,105
9876,2,3,1,€ 159.000,115
9877,2,5,R,€ 220.000,140
9878,2,3,2,€ 335.000,88
9879,1,2,1,€ 179.000,65
9880,1,3,2,€ 169.000,84
9881,1,3,4,€ 299.000,95
9882,3+,5+,3,€ 1.200.000,250
9883,3,4,,€ 269.000,150
9884,1,3,3,€ 188.000,75
9885,3+,5+,,€ 1.190.000,450
9886,3,5+,A,€ 680.000,177
9887,2,4,6,€ 299.000,100
9888,1,2,1,€ 139.000,65
9889,2,3,4,€ 169.000,80
9890,2,4,T,€ 449.000,200
9891,1,2,7,€ 205.000,65
9892,2,4,T,€ 550.000,177
9893,1,2,T,€ 109.000,40
9894,1,3,1,€ 219.000,90
9895,1,4,1,€ 550.000,116
9896,3+,5+,,€ 6.200.000,378
9897,1,3,R,€ 179.000,90
9898,1,3,1,€ 285.000,90
9899,1,1,3,€ 270.000,35
